id,first_name,last_name,email,country,ip_address,resident,dnaProfile.pedigree.dqPoints
629,Kathryn,Stanley,kstanleyhg@ca.gov,Croatia,126.47.183.47,FALSE,0
630,Mark,Miller,mmillerhh@japanpost.jp,Czech Republic,239.48.77.246,FALSE,0
631,Norma,Coleman,ncolemanhi@examiner.com,China,63.27.61.173,FALSE,0
632,Louis,Nelson,lnelsonhj@canalblog.com,Japan,221.153.70.209,TRUE,0
633,Elizabeth,Sanchez,esanchezhk@cdbaby.com,Portugal,14.181.191.55,TRUE,0
634,Rebecca,Dunn,rdunnhl@imdb.com,Russia,79.80.16.20,TRUE,0
635,Christine,Wright,cwrighthm@mediafire.com,Russia,170.71.11.131,TRUE,0
636,Janet,Murray,jmurrayhn@goodreads.com,Belarus,51.255.181.159,FALSE,0
637,Justin,Kelly,jkellyho@wired.com,Peru,250.250.175.79,TRUE,0
638,Sandra,Robinson,srobinsonhp@xrea.com,Poland,28.117.164.99,FALSE,0
639,Robin,Ryan,rryanhq@state.gov,Japan,240.142.37.253,TRUE,0
640,Daniel,Coleman,dcolemanhr@meetup.com,China,146.38.107.66,TRUE,0
641,Earl,Holmes,eholmeshs@europa.eu,Ukraine,0.74.80.187,TRUE,0
642,Anthony,Graham,agrahamht@fema.gov,Vietnam,107.19.170.80,TRUE,0
643,Roger,Willis,rwillishu@reference.com,Malaysia,71.1.21.213,TRUE,0
644,Jessica,Thompson,jthompsonhv@engadget.com,Portugal,255.96.173.255,FALSE,0
645,Gregory,Young,gyounghw@ebay.co.uk,Kazakhstan,26.80.101.240,FALSE,0
646,Gerald,Meyer,gmeyerhx@dot.gov,China,168.70.36.17,TRUE,0
647,Julie,White,jwhitehy@parallels.com,Nicaragua,168.202.137.191,FALSE,0
648,Janice,Wheeler,jwheelerhz@cisco.com,Ecuador,47.75.111.2,TRUE,0
649,Teresa,Jordan,tjordani0@bluehost.com,Israel,74.36.41.12,TRUE,0
650,Carl,Hughes,chughesi1@discovery.com,Russia,142.54.150.249,TRUE,0
651,Todd,Griffin,tgriffini2@yahoo.co.jp,China,189.201.102.57,TRUE,0
652,Shirley,Stanley,sstanleyi3@phpbb.com,Serbia,96.253.237.36,TRUE,0
653,Ann,Carr,acarri4@wunderground.com,Portugal,35.198.90.216,FALSE,0
654,Carol,Fuller,cfulleri5@purevolume.com,China,250.71.106.109,TRUE,0
655,Henry,Stephens,hstephensi6@slashdot.org,Philippines,95.242.19.185,FALSE,0
656,Keith,Snyder,ksnyderi7@amazon.com,France,167.19.223.193,FALSE,0
657,Ann,Patterson,apattersoni8@gnu.org,Ukraine,138.32.229.143,TRUE,0
658,Teresa,Berry,tberryi9@themeforest.net,Tajikistan,138.254.126.72,TRUE,0
659,Gloria,Cunningham,gcunninghamia@netlog.com,China,91.174.153.193,TRUE,0
660,Diana,Alexander,dalexanderib@utexas.edu,Portugal,205.238.72.52,TRUE,0
661,Craig,Garcia,cgarciaic@home.pl,Japan,114.86.97.140,TRUE,0
662,Anne,Wheeler,awheelerid@seattletimes.com,China,153.32.159.25,FALSE,0
663,George,Olson,golsonie@yolasite.com,Russia,248.184.122.117,FALSE,0
664,Gerald,Williamson,gwilliamsonif@vk.com,Sweden,65.207.221.11,TRUE,0
665,Janet,Duncan,jduncanig@alibaba.com,China,27.27.109.79,FALSE,0
666,Jimmy,Stewart,jstewartih@si.edu,Djibouti,63.200.206.82,TRUE,0
667,Linda,Chavez,lchavezii@de.vu,Indonesia,60.67.176.218,FALSE,0
668,Joshua,Fields,jfieldsij@icq.com,Philippines,32.141.20.151,TRUE,0
669,Bobby,Barnes,bbarnesik@theguardian.com,China,249.64.221.63,FALSE,0
670,Debra,Flores,dfloresil@typepad.com,Sweden,92.206.87.119,TRUE,0
671,Dorothy,Fisher,dfisherim@tiny.cc,Poland,232.137.109.123,FALSE,0
672,Louis,Foster,lfosterin@archive.org,Russia,107.106.1.197,FALSE,0
673,Jean,Gordon,jgordonio@netscape.com,Thailand,69.219.248.140,TRUE,0
674,Lillian,Ford,lfordip@icio.us,Russia,111.245.0.7,FALSE,0
675,Nicholas,Taylor,ntayloriq@elegantthemes.com,China,41.37.18.143,TRUE,0
676,Todd,Burton,tburtonir@sfgate.com,Philippines,41.143.174.221,FALSE,0
677,Kevin,Jenkins,kjenkinsis@china.com.cn,Indonesia,42.44.149.67,TRUE,0
678,Louis,Ward,lwardit@flavors.me,Sweden,136.164.132.217,TRUE,0
679,George,Scott,gscottiu@toplist.cz,China,221.214.210.74,FALSE,0
680,John,Larson,jlarsoniv@uol.com.br,United States,141.168.141.134,FALSE,0
681,Paul,Williams,pwilliamsiw@ameblo.jp,Indonesia,32.41.127.151,FALSE,0
682,Douglas,Ford,dfordix@nationalgeographic.com,Tanzania,122.145.254.11,TRUE,0
683,Dorothy,James,djamesiy@sohu.com,Thailand,102.84.221.60,TRUE,0
684,Tammy,Garza,tgarzaiz@bing.com,Philippines,208.114.83.142,TRUE,0
685,Virginia,Fisher,vfisherj0@google.com.br,Canada,28.208.101.201,TRUE,0
686,Bobby,Hamilton,bhamiltonj1@sciencedirect.com,Brazil,244.12.55.53,FALSE,0
687,Clarence,Davis,cdavisj2@mashable.com,China,73.39.51.158,TRUE,0
688,Peter,Medina,pmedinaj3@bloglovin.com,China,132.217.49.51,TRUE,0
689,Evelyn,Romero,eromeroj4@howstuffworks.com,Netherlands,197.43.180.187,TRUE,0
690,Janice,Fernandez,jfernandezj5@cnbc.com,Poland,126.5.4.211,TRUE,0
691,Ruth,Wallace,rwallacej6@opera.com,Estonia,198.53.102.96,TRUE,0
692,Jane,Reyes,jreyesj7@taobao.com,China,238.45.69.159,FALSE,0
693,Kathryn,Lewis,klewisj8@com.com,Pakistan,186.255.171.155,FALSE,0
694,Phyllis,Wells,pwellsj9@spiegel.de,Egypt,110.79.193.193,FALSE,0
695,Dorothy,Burton,dburtonja@mail.ru,Indonesia,117.188.109.167,TRUE,0
696,Kevin,Russell,krusselljb@qq.com,China,180.49.176.130,TRUE,0
697,Juan,Carter,jcarterjc@lulu.com,Russia,223.4.16.164,FALSE,0
698,Alice,Grant,agrantjd@storify.com,Vietnam,21.195.92.246,TRUE,0
699,Jeffrey,Cox,jcoxje@edublogs.org,Indonesia,114.92.234.80,FALSE,0
700,Heather,Foster,hfosterjf@zimbio.com,France,75.240.97.160,FALSE,0
701,Barbara,Ruiz,bruizjg@cnn.com,Albania,16.13.36.93,FALSE,0
702,Michael,Cooper,mcooperjh@redcross.org,Malaysia,217.245.7.218,TRUE,0
703,Ruth,Bailey,rbaileyji@cbslocal.com,Philippines,179.52.49.254,TRUE,0
704,Scott,Walker,swalkerjj@mac.com,Sweden,82.236.227.140,FALSE,0
705,Susan,Kelly,skellyjk@house.gov,Brazil,179.213.58.219,FALSE,0
706,James,Hanson,jhansonjl@blog.com,Egypt,63.216.34.134,FALSE,0
707,Walter,Watkins,wwatkinsjm@kickstarter.com,Portugal,156.10.151.35,TRUE,0
708,Steve,Hart,shartjn@drupal.org,Indonesia,228.146.39.38,FALSE,0
709,Angela,Moore,amoorejo@washington.edu,Poland,241.7.24.52,FALSE,0
710,Jesse,Webb,jwebbjp@pinterest.com,Japan,31.158.159.131,FALSE,0
711,Denise,Bradley,dbradleyjq@blogspot.com,Indonesia,253.200.203.116,FALSE,0
712,Alan,Morgan,amorganjr@wp.com,Indonesia,248.16.68.217,FALSE,0
713,Joe,Patterson,jpattersonjs@lycos.com,United States,100.187.104.137,FALSE,0
714,Cynthia,Black,cblackjt@hostgator.com,Mali,253.238.206.92,FALSE,0
715,Deborah,Simmons,dsimmonsju@guardian.co.uk,Ukraine,129.132.81.234,FALSE,0
716,Michelle,Bennett,mbennettjv@geocities.jp,China,2.221.86.195,TRUE,0
717,Jimmy,Cook,jcookjw@hc360.com,Brazil,36.161.147.157,FALSE,0
718,Joseph,Bailey,jbaileyjx@hugedomains.com,Indonesia,67.63.15.15,FALSE,0
719,Janice,Graham,jgrahamjy@businessinsider.com,Panama,185.145.27.54,FALSE,0
720,Shawn,Nichols,snicholsjz@dedecms.com,Philippines,195.55.225.227,FALSE,0
721,Joshua,Welch,jwelchk0@jimdo.com,Mozambique,166.204.177.66,FALSE,0
722,Joshua,Matthews,jmatthewsk1@desdev.cn,China,109.24.62.226,TRUE,0
723,Ryan,Hansen,rhansenk2@patch.com,Ukraine,112.139.203.103,FALSE,0
724,Kimberly,Chapman,kchapmank3@prweb.com,Indonesia,105.89.201.173,FALSE,0
725,Theresa,Brooks,tbrooksk4@multiply.com,France,0.181.18.47,FALSE,0
726,Margaret,Porter,mporterk5@google.com.au,Portugal,150.180.80.237,TRUE,0
727,Katherine,Oliver,koliverk6@sina.com.cn,Malaysia,119.30.183.88,TRUE,0
728,Carolyn,Morrison,cmorrisonk7@tumblr.com,China,59.79.253.158,FALSE,0
729,Emily,Patterson,epattersonk8@devhub.com,Philippines,21.134.148.28,TRUE,0
730,Matthew,Carpenter,mcarpenterk9@state.gov,Uganda,191.36.191.33,TRUE,0
731,Judith,Reid,jreidka@blinklist.com,Czech Republic,182.149.128.198,TRUE,0
732,Julia,Hanson,jhansonkb@ted.com,Indonesia,148.115.63.208,FALSE,0
733,Christina,Reid,creidkc@tripadvisor.com,Dominican Republic,177.199.241.169,FALSE,0
734,Michael,Ross,mrosskd@ustream.tv,Peru,204.93.129.14,TRUE,0
735,Jimmy,Mason,jmasonke@ed.gov,Germany,80.15.241.213,TRUE,0
736,Patricia,Moreno,pmorenokf@etsy.com,China,200.179.8.246,FALSE,0
737,Steve,Ryan,sryankg@simplemachines.org,Indonesia,109.57.0.91,TRUE,0
738,Lisa,Sanchez,lsanchezkh@pinterest.com,Russia,33.101.234.169,TRUE,0
739,Edward,Ferguson,efergusonki@samsung.com,Indonesia,43.118.188.187,TRUE,0
740,Mildred,Cruz,mcruzkj@nifty.com,Chile,30.97.9.46,TRUE,0
741,Jason,Mason,jmasonkk@omniture.com,Germany,125.177.19.237,TRUE,0
742,Gregory,Grant,ggrantkl@vimeo.com,Mexico,96.140.175.218,TRUE,0
743,George,Oliver,goliverkm@issuu.com,Indonesia,93.166.100.228,TRUE,0
744,Frank,Armstrong,farmstrongkn@washingtonpost.com,Indonesia,47.153.3.125,TRUE,0
745,Pamela,Dean,pdeanko@fotki.com,Malta,155.65.89.165,FALSE,0
746,Larry,Rivera,lriverakp@ft.com,Philippines,148.244.7.66,FALSE,0
747,Joshua,Campbell,jcampbellkq@ustream.tv,Russia,247.253.68.211,TRUE,0
748,Joshua,Richardson,jrichardsonkr@themeforest.net,China,169.7.250.127,FALSE,0
749,Sean,Rogers,srogersks@plala.or.jp,Venezuela,45.79.73.30,FALSE,0
750,Craig,Burns,cburnskt@devhub.com,Canada,214.45.240.30,TRUE,0
751,Dorothy,Hudson,dhudsonku@slashdot.org,Indonesia,158.237.13.7,FALSE,0
752,Sarah,Snyder,ssnyderkv@tinypic.com,Burkina Faso,12.146.59.201,TRUE,0
753,Carl,Greene,cgreenekw@google.com.au,Poland,100.108.109.64,FALSE,0
754,Mark,Walker,mwalkerkx@artisteer.com,Tunisia,90.239.249.19,TRUE,0
755,Marilyn,Larson,mlarsonky@redcross.org,Argentina,98.166.3.76,FALSE,0
756,Ernest,Stevens,estevenskz@nytimes.com,Czech Republic,147.137.103.87,TRUE,0
757,Sandra,Johnson,sjohnsonl0@chron.com,Indonesia,135.194.68.15,FALSE,0
758,Eugene,Rogers,erogersl1@omniture.com,Thailand,163.65.217.14,FALSE,0
759,Kevin,Palmer,kpalmerl2@ft.com,Russia,71.195.218.29,FALSE,0
760,Robert,Spencer,rspencerl3@usa.gov,China,89.237.145.210,FALSE,0
761,Patrick,Richardson,prichardsonl4@twitpic.com,Russia,24.90.115.2,FALSE,0
762,Aaron,Thompson,athompsonl5@omniture.com,China,39.211.78.88,TRUE,0
763,Kelly,Ruiz,kruizl6@auda.org.au,Uganda,94.69.77.36,FALSE,0
764,Diane,Reid,dreidl7@marketwatch.com,China,160.30.89.136,FALSE,0
765,Sean,Graham,sgrahaml8@canalblog.com,Argentina,24.78.146.46,FALSE,0
766,Beverly,Cooper,bcooperl9@usgs.gov,Philippines,242.176.243.161,TRUE,0
767,Lawrence,Richardson,lrichardsonla@eventbrite.com,China,245.140.15.158,TRUE,0
768,Fred,Crawford,fcrawfordlb@dailymotion.com,Czech Republic,249.242.86.178,TRUE,0
769,Joan,Hill,jhilllc@biblegateway.com,Indonesia,108.178.244.13,TRUE,0
770,Joseph,Griffin,jgriffinld@sina.com.cn,Serbia,199.165.77.147,TRUE,0
771,John,Walker,jwalkerle@typepad.com,Argentina,208.153.148.207,TRUE,0
772,Bobby,Graham,bgrahamlf@myspace.com,Peru,115.200.115.184,FALSE,0
773,Margaret,Holmes,mholmeslg@huffingtonpost.com,Portugal,114.71.141.36,FALSE,0
774,Joe,Green,jgreenlh@jimdo.com,Tunisia,222.27.71.157,FALSE,0
775,Lisa,Stewart,lstewartli@php.net,Myanmar,175.187.13.240,TRUE,0
776,Clarence,Bowman,cbowmanlj@csmonitor.com,China,108.26.150.230,FALSE,0
777,Joan,Edwards,jedwardslk@dedecms.com,Russia,157.245.149.118,FALSE,0
778,Chris,Frazier,cfrazierll@google.co.jp,Lithuania,7.173.95.192,FALSE,0
779,Bruce,Davis,bdavislm@unblog.fr,Sweden,7.57.97.250,FALSE,0
780,Karen,Watkins,kwatkinsln@yahoo.com,France,50.96.96.220,FALSE,0
781,Jessica,Griffin,jgriffinlo@pagesperso-orange.fr,Philippines,113.247.217.236,TRUE,0
782,Cheryl,Hart,chartlp@mac.com,Indonesia,194.51.48.29,TRUE,0
783,Robin,Carter,rcarterlq@google.fr,Luxembourg,193.246.220.87,TRUE,0
784,Lillian,Hayes,lhayeslr@jimdo.com,Philippines,103.50.94.31,TRUE,0
785,Nicholas,Dean,ndeanls@mashable.com,Indonesia,109.141.79.191,FALSE,0
786,Sarah,Simmons,ssimmonslt@skype.com,Indonesia,136.106.172.241,FALSE,0
787,Ruth,Lawrence,rlawrencelu@army.mil,Sweden,3.234.92.243,TRUE,0
788,Cynthia,Sullivan,csullivanlv@about.me,Ukraine,153.36.163.37,FALSE,0
789,Russell,Ross,rrosslw@imageshack.us,French Polynesia,73.177.5.27,FALSE,0
790,Jesse,Patterson,jpattersonlx@webs.com,Philippines,245.37.75.193,TRUE,0
791,Albert,Long,alongly@yolasite.com,Indonesia,183.34.62.52,TRUE,0
792,Aaron,Thomas,athomaslz@webeden.co.uk,Ecuador,230.160.78.202,FALSE,0
793,Sandra,Dixon,sdixonm0@go.com,Indonesia,67.189.25.107,TRUE,0
794,Ernest,Reed,ereedm1@people.com.cn,Brazil,0.107.221.62,FALSE,0
795,Jerry,Morris,jmorrism2@netvibes.com,Russia,33.236.112.169,FALSE,0
796,Ashley,Medina,amedinam3@posterous.com,Indonesia,87.173.213.186,TRUE,0
797,Shirley,Lewis,slewism4@pbs.org,China,119.67.233.155,TRUE,0
798,Kathy,Gomez,kgomezm5@1688.com,Colombia,77.144.143.75,FALSE,0
799,Victor,Knight,vknightm6@dailymotion.com,Colombia,160.29.65.105,FALSE,0
800,Christine,Fuller,cfullerm7@squarespace.com,Portugal,40.44.44.65,TRUE,0
801,Harold,Cooper,hcooperm8@salon.com,Malaysia,183.247.94.122,TRUE,0
802,Janice,Woods,jwoodsm9@usa.gov,Portugal,101.53.223.156,FALSE,0
803,Kevin,Thomas,kthomasma@bloglines.com,Indonesia,5.64.217.87,TRUE,0
804,Denise,Griffin,dgriffinmb@samsung.com,Uganda,213.227.150.116,TRUE,0
805,Marie,Perry,mperrymc@mail.ru,Greece,215.170.71.223,FALSE,0
806,Jeffrey,Lee,jleemd@sitemeter.com,Indonesia,179.118.207.196,FALSE,0
807,Kimberly,Shaw,kshawme@nydailynews.com,Philippines,109.122.242.198,TRUE,0
808,Andrew,Ortiz,aortizmf@springer.com,Poland,70.76.251.102,FALSE,0
809,Theresa,Montgomery,tmontgomerymg@dmoz.org,Mexico,237.142.6.106,FALSE,0
810,Willie,Kelly,wkellymh@sogou.com,France,149.110.179.206,TRUE,0
811,Stephanie,Moore,smooremi@goodreads.com,Philippines,247.133.86.171,TRUE,0
812,Keith,Woods,kwoodsmj@hatena.ne.jp,Russia,134.172.71.93,TRUE,0
813,Earl,Evans,eevansmk@dedecms.com,Russia,79.223.109.146,FALSE,0
814,Henry,Foster,hfosterml@nifty.com,Portugal,120.130.158.226,FALSE,0
815,Thomas,Richards,trichardsmm@zdnet.com,France,97.164.197.130,TRUE,0
816,Todd,Anderson,tandersonmn@amazonaws.com,Japan,97.211.199.12,TRUE,0
817,Gloria,Allen,gallenmo@mail.ru,Brazil,130.236.69.16,TRUE,0
818,Jerry,Chapman,jchapmanmp@booking.com,France,168.42.66.188,TRUE,0
819,Harold,Harrison,hharrisonmq@google.ca,Peru,103.24.126.64,TRUE,0
820,Elizabeth,Ellis,eellismr@jalbum.net,Ghana,63.48.238.185,FALSE,0
821,Justin,Coleman,jcolemanms@ameblo.jp,China,236.143.166.98,FALSE,0
822,Thomas,Alvarez,talvarezmt@psu.edu,China,77.241.27.188,FALSE,0
823,Amy,Morgan,amorganmu@apache.org,Greece,58.69.3.249,FALSE,0
824,Annie,Medina,amedinamv@topsy.com,Russia,9.240.39.170,TRUE,0
825,Catherine,Richards,crichardsmw@creativecommons.org,China,253.44.125.234,TRUE,0
826,George,Franklin,gfranklinmx@hhs.gov,Sweden,104.67.111.40,FALSE,0
827,Stephen,Riley,srileymy@stanford.edu,China,94.30.89.81,FALSE,0
828,Theresa,Austin,taustinmz@hc360.com,Japan,23.169.247.253,TRUE,0
829,Kathryn,Myers,kmyersn0@hc360.com,China,109.97.211.111,FALSE,0
830,Karen,Hart,khartn1@goo.gl,Cuba,238.73.210.59,TRUE,0
831,Judith,Ellis,jellisn2@yandex.ru,Philippines,214.156.27.81,TRUE,0
832,Roy,Fowler,rfowlern3@eepurl.com,China,130.235.229.42,FALSE,0
833,Ruth,Gutierrez,rgutierrezn4@com.com,Indonesia,237.4.193.77,FALSE,0
834,Roger,Palmer,rpalmern5@apple.com,Philippines,29.129.100.72,FALSE,0
835,David,Dunn,ddunnn6@woothemes.com,China,243.94.122.162,FALSE,0
836,William,Thomas,wthomasn7@baidu.com,China,113.207.163.195,TRUE,0
837,Lisa,Howell,lhowelln8@cafepress.com,China,96.249.183.125,TRUE,0
838,Howard,Lynch,hlynchn9@devhub.com,Mongolia,129.108.89.170,FALSE,0
839,Kathy,Snyder,ksnyderna@spotify.com,Russia,45.15.138.220,FALSE,0
840,Annie,Perry,aperrynb@bloglines.com,United States,237.102.191.196,FALSE,0
841,Phillip,Harper,pharpernc@cloudflare.com,Bosnia and Herzegovina,72.161.75.7,TRUE,0
842,Jason,Walker,jwalkernd@paypal.com,Greece,84.184.162.200,FALSE,0
843,Wayne,Howell,whowellne@upenn.edu,China,97.237.98.98,FALSE,0
844,Julia,Knight,jknightnf@mapy.cz,Belize,219.103.176.78,FALSE,0
845,Aaron,Bradley,abradleyng@istockphoto.com,Brazil,214.16.213.176,FALSE,0
846,John,Murphy,jmurphynh@forbes.com,Honduras,15.70.111.218,FALSE,0
847,Marie,Johnston,mjohnstonni@theglobeandmail.com,Sri Lanka,60.249.121.172,TRUE,0
848,Irene,Hall,ihallnj@biglobe.ne.jp,Czech Republic,169.25.126.36,TRUE,0
849,Scott,Williamson,swilliamsonnk@smugmug.com,China,163.110.204.142,TRUE,0
850,Andrea,Harper,aharpernl@accuweather.com,Peru,20.201.108.251,TRUE,0
851,Randy,Hawkins,rhawkinsnm@cisco.com,China,103.178.123.74,TRUE,0
852,Ann,Bowman,abowmannn@bbc.co.uk,South Korea,42.60.10.88,FALSE,0
853,Gerald,Kim,gkimno@globo.com,Mauritania,254.177.0.131,TRUE,0
854,Charles,Torres,ctorresnp@cocolog-nifty.com,Philippines,53.148.86.120,FALSE,0
855,Robert,Carr,rcarrnq@typepad.com,China,207.87.170.3,FALSE,0
856,Laura,Rodriguez,lrodrigueznr@dot.gov,Uzbekistan,113.70.225.69,TRUE,0
857,Rose,Lewis,rlewisns@craigslist.org,Colombia,94.173.170.79,TRUE,0
858,Kathleen,Gordon,kgordonnt@hexun.com,Portugal,33.182.45.146,FALSE,0
859,Anna,Adams,aadamsnu@gov.uk,Seychelles,229.48.74.178,TRUE,0
860,Margaret,Williamson,mwilliamsonnv@economist.com,Morocco,172.66.55.157,TRUE,0
861,Patricia,Sanchez,psancheznw@upenn.edu,China,4.145.23.32,TRUE,0
862,Debra,Fuller,dfullernx@vinaora.com,Vietnam,221.81.173.75,FALSE,0
863,Cheryl,Long,clongny@wp.com,Serbia,168.183.17.32,FALSE,0
864,Christina,Clark,cclarknz@sun.com,Russia,167.79.219.34,FALSE,0
865,Paul,Dixon,pdixono0@a8.net,Malaysia,121.0.8.16,FALSE,0
866,Kevin,Weaver,kweavero1@tiny.cc,China,113.199.226.133,TRUE,0
867,Janet,Carroll,jcarrollo2@aboutads.info,Sweden,164.187.122.66,TRUE,0
868,Paul,Duncan,pduncano3@economist.com,Macedonia,64.241.141.253,FALSE,0
869,Samuel,George,sgeorgeo4@jimdo.com,Philippines,191.67.63.152,TRUE,0
870,Doris,Diaz,ddiazo5@guardian.co.uk,Ukraine,11.59.35.12,FALSE,0
871,Kenneth,Sanchez,ksanchezo6@jiathis.com,Argentina,197.133.206.240,FALSE,0
872,Kenneth,Hanson,khansono7@redcross.org,China,23.118.48.226,TRUE,0
873,Margaret,Ellis,melliso8@yelp.com,China,127.92.241.147,FALSE,0
874,Adam,Gray,agrayo9@msu.edu,Laos,165.246.177.8,TRUE,0
875,Mary,Day,mdayoa@prnewswire.com,Portugal,184.212.168.145,FALSE,0
876,Andrew,Reyes,areyesob@g.co,Philippines,204.161.144.255,FALSE,0
877,Lillian,Murray,lmurrayoc@twitter.com,Palestinian Territory,56.48.129.112,TRUE,0
878,Emily,Nelson,enelsonod@constantcontact.com,China,89.103.14.161,TRUE,0
879,Carolyn,Reed,creedoe@usnews.com,Paraguay,99.104.207.207,FALSE,0
880,Phyllis,Harrison,pharrisonof@nationalgeographic.com,Russia,240.231.53.153,FALSE,0
881,Sarah,Torres,storresog@foxnews.com,Philippines,16.50.107.40,TRUE,0
882,Phillip,Knight,pknightoh@nationalgeographic.com,Poland,215.42.51.86,FALSE,0
883,Pamela,Duncan,pduncanoi@t-online.de,Portugal,168.252.220.50,FALSE,0
884,Gary,Harrison,gharrisonoj@bandcamp.com,Russia,14.130.177.171,TRUE,0
885,Phillip,Payne,ppayneok@macromedia.com,Mexico,10.212.97.177,TRUE,0
886,Lois,Cole,lcoleol@discuz.net,Brazil,10.126.154.153,TRUE,0
887,Diana,Pierce,dpierceom@facebook.com,China,36.248.110.226,TRUE,0
888,Arthur,Spencer,aspenceron@imgur.com,Venezuela,137.15.142.225,FALSE,0
889,Ann,Hansen,ahansenoo@stumbleupon.com,Peru,131.40.80.38,FALSE,0
890,Charles,Mcdonald,cmcdonaldop@indiatimes.com,Lithuania,145.164.157.241,TRUE,0
891,Judith,Russell,jrusselloq@photobucket.com,Poland,172.193.103.1,TRUE,0
892,Norma,Dean,ndeanor@china.com.cn,Argentina,190.221.250.19,FALSE,0
893,Peter,Gonzales,pgonzalesos@indiegogo.com,Russia,184.6.201.197,TRUE,0
894,Michael,Spencer,mspencerot@wix.com,United States,47.186.20.171,FALSE,0
895,Carlos,Taylor,ctaylorou@squarespace.com,China,119.253.32.18,TRUE,0
896,Antonio,Fisher,afisherov@fda.gov,Lithuania,208.127.39.11,TRUE,0
897,Linda,Thompson,lthompsonow@feedburner.com,Oman,179.94.175.62,TRUE,0
898,Kathleen,Hall,khallox@hexun.com,Indonesia,20.245.216.99,TRUE,0
899,Kathy,Cook,kcookoy@google.com,Ukraine,10.168.9.43,FALSE,0
900,Pamela,Perry,pperryoz@bravesites.com,China,81.46.158.255,FALSE,0
901,Larry,Dunn,ldunnp0@hud.gov,Togo,40.103.41.171,TRUE,0
902,Lois,Stephens,lstephensp1@mac.com,China,218.41.80.42,TRUE,0
903,Amanda,Elliott,aelliottp2@slashdot.org,Indonesia,165.225.172.188,TRUE,0
904,Theresa,Stewart,tstewartp3@netvibes.com,China,1.146.157.98,FALSE,0
905,Debra,Cole,dcolep4@msn.com,France,213.134.172.10,TRUE,0
906,Harold,Meyer,hmeyerp5@soundcloud.com,Russia,215.85.104.249,FALSE,0
907,Daniel,Gilbert,dgilbertp6@samsung.com,Iran,205.138.20.94,FALSE,0
908,Aaron,Gibson,agibsonp7@sciencedirect.com,Panama,14.20.164.229,TRUE,0
909,Thomas,Ward,twardp8@usa.gov,Czech Republic,4.78.43.55,FALSE,0
910,Michael,Montgomery,mmontgomeryp9@bloomberg.com,Poland,154.199.68.81,TRUE,0
911,Lawrence,Ortiz,lortizpa@storify.com,Azerbaijan,92.14.89.254,TRUE,0
912,Rose,Berry,rberrypb@scribd.com,Ukraine,20.192.33.183,TRUE,0
913,Kathy,Rogers,krogerspc@networkadvertising.org,Philippines,13.164.150.79,FALSE,0
914,Debra,Henderson,dhendersonpd@freewebs.com,Czech Republic,161.105.99.94,TRUE,0
915,Carl,Ellis,cellispe@ed.gov,Eritrea,23.32.167.26,FALSE,0
916,Paula,Howell,phowellpf@dedecms.com,Poland,39.82.184.244,TRUE,0
917,Kenneth,Rice,kricepg@so-net.ne.jp,Lithuania,85.107.183.35,FALSE,0
918,Diana,Simpson,dsimpsonph@mlb.com,China,118.27.32.147,FALSE,0
919,Nancy,Morris,nmorrispi@umn.edu,Azerbaijan,168.144.94.82,FALSE,0
920,Joyce,Freeman,jfreemanpj@wiley.com,China,205.175.204.129,TRUE,0
921,Peter,Woods,pwoodspk@marketwatch.com,Philippines,30.155.22.97,FALSE,0
922,Aaron,Black,ablackpl@google.fr,China,57.106.135.20,TRUE,0
923,Gregory,Gomez,ggomezpm@last.fm,Indonesia,38.155.156.98,TRUE,0
924,Bonnie,Tucker,btuckerpn@acquirethisname.com,Indonesia,93.251.65.26,TRUE,0
925,Larry,Morgan,lmorganpo@hostgator.com,Costa Rica,130.221.139.236,TRUE,0
926,Adam,Burke,aburkepp@360.cn,Honduras,240.219.1.232,FALSE,0
927,James,Reyes,jreyespq@dedecms.com,Ireland,156.223.71.242,FALSE,0
928,Randy,Henderson,rhendersonpr@nifty.com,Peru,144.19.38.181,FALSE,0
929,Harold,Knight,hknightps@cmu.edu,Mexico,212.7.36.56,FALSE,0
930,Gregory,Sanders,gsanderspt@buzzfeed.com,China,35.97.40.123,FALSE,0
931,Ashley,Ward,awardpu@google.pl,Mexico,2.26.64.119,TRUE,0
932,Sean,Roberts,srobertspv@bandcamp.com,Indonesia,196.179.188.6,FALSE,0
933,Victor,Williamson,vwilliamsonpw@hatena.ne.jp,China,165.200.207.1,TRUE,0
934,Jason,Adams,jadamspx@va.gov,China,158.132.76.64,FALSE,0
935,Doris,Banks,dbankspy@sina.com.cn,Portugal,93.139.63.97,TRUE,0
936,Melissa,Garza,mgarzapz@fda.gov,Indonesia,150.106.145.160,FALSE,0
937,Charles,Mitchell,cmitchellq0@youtube.com,Indonesia,242.142.164.151,FALSE,0
938,Stephanie,Crawford,scrawfordq1@squarespace.com,Portugal,203.181.236.28,FALSE,0
939,Jeremy,Miller,jmillerq2@telegraph.co.uk,Russia,178.165.191.43,FALSE,0
940,Anthony,Andrews,aandrewsq3@census.gov,China,11.114.74.192,TRUE,0
941,Edward,Bell,ebellq4@netvibes.com,France,118.39.213.85,TRUE,0
942,Bobby,Nelson,bnelsonq5@zdnet.com,China,190.169.228.56,FALSE,0
943,Joyce,Little,jlittleq6@printfriendly.com,Albania,27.242.222.89,FALSE,0
